Roll_No,Student_Name,Course,SectionNumber,Course_Section,NumberOfSections
SIASUG2023-0225,SIASUG2023-0225,COMP330|MATH330,1,COMP330|MATH330,1
SIASUG2023-0244,SIASUG2023-0244,COMP330|MATH330,1,COMP330|MATH330,1
SIASUG2022-0042,SIASUG2022-0042,COMP334,1,COMP334,1
SIASUG2022-0129,SIASUG2022-0129,COMP334,1,COMP334,1
SIASUG2019-0110,SIASUG2019-0110,COMP345,1,COMP345,1
SIASUG2022-0004,SIASUG2022-0004,COMP345,1,COMP345,1
SIASUG2022-0013,SIASUG2022-0013,COMP345,1,COMP345,1
SIASUG2022-0042,SIASUG2022-0042,COMP345,1,COMP345,1
SIASUG2022-0056,SIASUG2022-0056,COMP345,1,COMP345,1
SIASUG2022-0078,SIASUG2022-0078,COMP345,1,COMP345,1
SIASUG2022-0093,SIASUG2022-0093,COMP345,1,COMP345,1
SIASUG2022-0124,SIASUG2022-0124,COMP345,1,COMP345,1
SIASUG2022-0138,SIASUG2022-0138,COMP345,1,COMP345,1
SIASUG2022-0142,SIASUG2022-0142,COMP345,1,COMP345,1
SIASUG2022-0155,SIASUG2022-0155,COMP345,1,COMP345,1
SIASUG2022-0159,SIASUG2022-0159,COMP345,1,COMP345,1
SIASUG2022-0166,SIASUG2022-0166,COMP345,1,COMP345,1
SIASUG2022-0170,SIASUG2022-0170,COMP345,1,COMP345,1
SIASUG2022-0180,SIASUG2022-0180,COMP345,1,COMP345,1
SIASUG2022-0188,SIASUG2022-0188,COMP345,1,COMP345,1
SIASUG2022-0093,SIASUG2022-0093,COMP350,1,COMP350,1
SIASUG2023-0048,SIASUG2023-0048,COMP350,1,COMP350,1
SIASUG2023-0056,SIASUG2023-0056,COMP350,1,COMP350,1
SIASUG2023-0065,SIASUG2023-0065,COMP350,1,COMP350,1
SIASUG2023-0075,SIASUG2023-0075,COMP350,1,COMP350,1
SIASUG2023-0078,SIASUG2023-0078,COMP350,1,COMP350,1
SIASUG2023-0096,SIASUG2023-0096,COMP350,1,COMP350,1
SIASUG2023-0110,SIASUG2023-0110,COMP350,1,COMP350,1
SIASUG2023-0118,SIASUG2023-0118,COMP350,1,COMP350,1
SIASUG2023-0123,SIASUG2023-0123,COMP350,1,COMP350,1
SIASUG2023-0159,SIASUG2023-0159,COMP350,1,COMP350,1
SIASUG2023-0203,SIASUG2023-0203,COMP350,1,COMP350,1
SIASUG2023-0206,SIASUG2023-0206,COMP350,1,COMP350,1
SIASUG2023-0225,SIASUG2023-0225,COMP350,1,COMP350,1
SIASUG2023-0232,SIASUG2023-0232,COMP350,1,COMP350,1
SIASUG2023-0244,SIASUG2023-0244,COMP350,1,COMP350,1
SIASUG2022-0051,SIASUG2022-0051,DATA202,1,DATA202,1
SIASUG2022-0056,SIASUG2022-0056,DATA202,1,DATA202,1
SIASUG2022-0121,SIASUG2022-0121,DATA202,1,DATA202,1
SIASUG2022-0171,SIASUG2022-0171,DATA202,1,DATA202,1
SIASUG2023-0017,SIASUG2023-0017,DATA202,1,DATA202,1
SIASUG2023-0020,SIASUG2023-0020,DATA202,1,DATA202,1
SIASUG2023-0055,SIASUG2023-0055,DATA202,1,DATA202,1
SIASUG2023-0061,SIASUG2023-0061,DATA202,1,DATA202,1
SIASUG2023-0085,SIASUG2023-0085,DATA202,1,DATA202,1
SIASUG2023-0103,SIASUG2023-0103,DATA202,1,DATA202,1
SIASUG2023-0109,SIASUG2023-0109,DATA202,1,DATA202,1
SIASUG2023-0116,SIASUG2023-0116,DATA202,1,DATA202,1
SIASUG2023-0119,SIASUG2023-0119,DATA202,1,DATA202,1
SIASUG2023-0137,SIASUG2023-0137,DATA202,1,DATA202,1
SIASUG2023-0155,SIASUG2023-0155,DATA202,1,DATA202,1
SIASUG2023-0172,SIASUG2023-0172,DATA202,1,DATA202,1
SIASUG2023-0177,SIASUG2023-0177,DATA202,1,DATA202,1
SIASUG2023-0252,SIASUG2023-0252,DATA202,1,DATA202,1
SIASUG2023-0256,SIASUG2023-0256,DATA202,1,DATA202,1
SIASUG2023-0275,SIASUG2023-0275,DATA202,1,DATA202,1
SIASUG2023-0277,SIASUG2023-0277,DATA202,1,DATA202,1
SIASUG2023-0286,SIASUG2023-0286,DATA202,1,DATA202,1
SIASUG2024-004,SIASUG2024-004,DATA202,1,DATA202,1
SIASUG2024-006,SIASUG2024-006,DATA202,1,DATA202,1
SIASUG2024-019,SIASUG2024-019,DATA202,1,DATA202,1
SIASUG2024-023,SIASUG2024-023,DATA202,1,DATA202,1
SIASUG2024-030,SIASUG2024-030,DATA202,1,DATA202,1
SIASUG2024-034,SIASUG2024-034,DATA202,1,DATA202,1
SIASUG2024-036,SIASUG2024-036,DATA202,1,DATA202,1
SIASUG2024-039,SIASUG2024-039,DATA202,1,DATA202,1
SIASUG2024-042,SIASUG2024-042,DATA202,1,DATA202,1
SIASUG2024-048,SIASUG2024-048,DATA202,1,DATA202,1
SIASUG2024-049,SIASUG2024-049,DATA202,1,DATA202,1
SIASUG2024-050,SIASUG2024-050,DATA202,1,DATA202,1
SIASUG2024-053,SIASUG2024-053,DATA202,1,DATA202,1
SIASUG2024-061,SIASUG2024-061,DATA202,1,DATA202,1
SIASUG2024-069,SIASUG2024-069,DATA202,1,DATA202,1
SIASUG2024-076,SIASUG2024-076,DATA202,1,DATA202,1
SIASUG2024-077,SIASUG2024-077,DATA202,1,DATA202,1
SIASUG2024-095,SIASUG2024-095,DATA202,1,DATA202,1
SIASUG2024-096,SIASUG2024-096,DATA202,1,DATA202,1
SIASUG2024-097,SIASUG2024-097,DATA202,1,DATA202,1
SIASUG2024-104,SIASUG2024-104,DATA202,1,DATA202,1
SIASUG2024-110,SIASUG2024-110,DATA202,1,DATA202,1
SIASUG2024-113,SIASUG2024-113,DATA202,1,DATA202,1
SIASUG2024-120,SIASUG2024-120,DATA202,1,DATA202,1
SIASUG2024-122,SIASUG2024-122,DATA202,1,DATA202,1
SIASUG2024-129,SIASUG2024-129,DATA202,1,DATA202,1
SIASUG2024-141,SIASUG2024-141,DATA202,1,DATA202,1
SIASUG2024-142,SIASUG2024-142,DATA202,1,DATA202,1
SIASUG2024-144,SIASUG2024-144,DATA202,1,DATA202,1
SIASUG2024-146,SIASUG2024-146,DATA202,1,DATA202,1
SIASUG2024-160,SIASUG2024-160,DATA202,1,DATA202,1
SIASUG2024-161,SIASUG2024-161,DATA202,1,DATA202,1
SIASUG2024-162,SIASUG2024-162,DATA202,1,DATA202,1
SIASUG2024-166,SIASUG2024-166,DATA202,1,DATA202,1
SIASUG2024-174,SIASUG2024-174,DATA202,1,DATA202,1
SIASUG2024-180,SIASUG2024-180,DATA202,1,DATA202,1
SIASUG2024-184,SIASUG2024-184,DATA202,1,DATA202,1
SIASUG2024-193,SIASUG2024-193,DATA202,1,DATA202,1
SIASUG2024-194,SIASUG2024-194,DATA202,1,DATA202,1
SIASUG2024-197,SIASUG2024-197,DATA202,1,DATA202,1
SIASUG2024-202,SIASUG2024-202,DATA202,1,DATA202,1
SIASUG2024-203,SIASUG2024-203,DATA202,1,DATA202,1
SIASUG2024-211,SIASUG2024-211,DATA202,1,DATA202,1
SIASUG2024-214,SIASUG2024-214,DATA202,1,DATA202,1
SIASUG2024-218,SIASUG2024-218,DATA202,1,DATA202,1
SIASUG2024-219,SIASUG2024-219,DATA202,1,DATA202,1
SIASUG2024-220,SIASUG2024-220,DATA202,1,DATA202,1
SIASUG2024-222,SIASUG2024-222,DATA202,1,DATA202,1
SIASUG2024-224,SIASUG2024-224,DATA202,1,DATA202,1
SIASUG2024-225,SIASUG2024-225,DATA202,1,DATA202,1
SIASUG2024-231,SIASUG2024-231,DATA202,1,DATA202,1
SIASUG2024-232,SIASUG2024-232,DATA202,1,DATA202,1
SIASUG2024-234,SIASUG2024-234,DATA202,1,DATA202,1
SIASUG2024-235,SIASUG2024-235,DATA202,1,DATA202,1
SIASUG2024-236,SIASUG2024-236,DATA202,1,DATA202,1
SIASUG2024-239,SIASUG2024-239,DATA202,1,DATA202,1
SIASUG2024-243,SIASUG2024-243,DATA202,1,DATA202,1
SIASUG2024-248,SIASUG2024-248,DATA202,1,DATA202,1
SIASUG2022-0008,SIASUG2022-0008,DATA203,1,DATA203,1
SIASUG2022-0046,SIASUG2022-0046,DATA203,1,DATA203,1
SIASUG2022-0047,SIASUG2022-0047,DATA203,1,DATA203,1
SIASUG2022-0049,SIASUG2022-0049,DATA203,1,DATA203,1
SIASUG2022-0056,SIASUG2022-0056,DATA203,1,DATA203,1
SIASUG2022-0067,SIASUG2022-0067,DATA203,1,DATA203,1
SIASUG2022-0075,SIASUG2022-0075,DATA203,1,DATA203,1
SIASUG2022-0091,SIASUG2022-0091,DATA203,1,DATA203,1
SIASUG2022-0095,SIASUG2022-0095,DATA203,1,DATA203,1
SIASUG2022-0121,SIASUG2022-0121,DATA203,1,DATA203,1
SIASUG2022-0122,SIASUG2022-0122,DATA203,1,DATA203,1
SIASUG2022-0150,SIASUG2022-0150,DATA203,1,DATA203,1
SIASUG2022-0156,SIASUG2022-0156,DATA203,1,DATA203,1
SIASUG2023-0020,SIASUG2023-0020,DATA203,1,DATA203,1
SIASUG2023-0065,SIASUG2023-0065,DATA203,1,DATA203,1
SIASUG2023-0079,SIASUG2023-0079,DATA203,1,DATA203,1
SIASUG2023-0119,SIASUG2023-0119,DATA203,1,DATA203,1
SIASUG2023-0177,SIASUG2023-0177,DATA203,1,DATA203,1
SIASUG2023-0209,SIASUG2023-0209,DATA203,1,DATA203,1
SIASUG2023-0256,SIASUG2023-0256,DATA203,1,DATA203,1
SIASUG2023-0275,SIASUG2023-0275,DATA203,1,DATA203,1
SIASUG2023-0277,SIASUG2023-0277,DATA203,1,DATA203,1
SIASUG2023-0280,SIASUG2023-0280,DATA203,1,DATA203,1
SIASUG2023-0297,SIASUG2023-0297,DATA203,1,DATA203,1
SIASUG2023-0299,SIASUG2023-0299,DATA203,1,DATA203,1
SIASUG2024-004,SIASUG2024-004,DATA203,1,DATA203,1
SIASUG2024-006,SIASUG2024-006,DATA203,1,DATA203,1
SIASUG2024-019,SIASUG2024-019,DATA203,1,DATA203,1
SIASUG2024-023,SIASUG2024-023,DATA203,1,DATA203,1
SIASUG2024-030,SIASUG2024-030,DATA203,1,DATA203,1
SIASUG2024-031,SIASUG2024-031,DATA203,1,DATA203,1
SIASUG2024-034,SIASUG2024-034,DATA203,1,DATA203,1
SIASUG2024-035,SIASUG2024-035,DATA203,1,DATA203,1
SIASUG2024-036,SIASUG2024-036,DATA203,1,DATA203,1
SIASUG2024-039,SIASUG2024-039,DATA203,1,DATA203,1
SIASUG2024-042,SIASUG2024-042,DATA203,1,DATA203,1
SIASUG2024-043,SIASUG2024-043,DATA203,1,DATA203,1
SIASUG2024-048,SIASUG2024-048,DATA203,1,DATA203,1
SIASUG2024-049,SIASUG2024-049,DATA203,1,DATA203,1
SIASUG2024-050,SIASUG2024-050,DATA203,1,DATA203,1
SIASUG2024-053,SIASUG2024-053,DATA203,1,DATA203,1
SIASUG2024-061,SIASUG2024-061,DATA203,1,DATA203,1
SIASUG2024-069,SIASUG2024-069,DATA203,1,DATA203,1
SIASUG2024-076,SIASUG2024-076,DATA203,1,DATA203,1
SIASUG2024-088,SIASUG2024-088,DATA203,1,DATA203,1
SIASUG2024-091,SIASUG2024-091,DATA203,1,DATA203,1
SIASUG2024-095,SIASUG2024-095,DATA203,1,DATA203,1
SIASUG2024-096,SIASUG2024-096,DATA203,1,DATA203,1
SIASUG2024-097,SIASUG2024-097,DATA203,1,DATA203,1
SIASUG2024-102,SIASUG2024-102,DATA203,1,DATA203,1
SIASUG2024-104,SIASUG2024-104,DATA203,1,DATA203,1
SIASUG2024-113,SIASUG2024-113,DATA203,1,DATA203,1
SIASUG2024-119,SIASUG2024-119,DATA203,1,DATA203,1
SIASUG2024-120,SIASUG2024-120,DATA203,1,DATA203,1
SIASUG2024-122,SIASUG2024-122,DATA203,1,DATA203,1
SIASUG2024-127,SIASUG2024-127,DATA203,1,DATA203,1
SIASUG2024-129,SIASUG2024-129,DATA203,1,DATA203,1
SIASUG2024-141,SIASUG2024-141,DATA203,1,DATA203,1
SIASUG2024-142,SIASUG2024-142,DATA203,1,DATA203,1
SIASUG2024-144,SIASUG2024-144,DATA203,1,DATA203,1
SIASUG2024-146,SIASUG2024-146,DATA203,1,DATA203,1
SIASUG2024-148,SIASUG2024-148,DATA203,1,DATA203,1
SIASUG2024-158,SIASUG2024-158,DATA203,1,DATA203,1
SIASUG2024-160,SIASUG2024-160,DATA203,1,DATA203,1
SIASUG2024-161,SIASUG2024-161,DATA203,1,DATA203,1
SIASUG2024-162,SIASUG2024-162,DATA203,1,DATA203,1
SIASUG2024-166,SIASUG2024-166,DATA203,1,DATA203,1
SIASUG2024-174,SIASUG2024-174,DATA203,1,DATA203,1
SIASUG2024-175,SIASUG2024-175,DATA203,1,DATA203,1
SIASUG2024-180,SIASUG2024-180,DATA203,1,DATA203,1
SIASUG2024-184,SIASUG2024-184,DATA203,1,DATA203,1
SIASUG2024-186,SIASUG2024-186,DATA203,1,DATA203,1
SIASUG2024-188,SIASUG2024-188,DATA203,1,DATA203,1
SIASUG2024-193,SIASUG2024-193,DATA203,1,DATA203,1
SIASUG2024-194,SIASUG2024-194,DATA203,1,DATA203,1
SIASUG2024-197,SIASUG2024-197,DATA203,1,DATA203,1
SIASUG2024-202,SIASUG2024-202,DATA203,1,DATA203,1
SIASUG2024-203,SIASUG2024-203,DATA203,1,DATA203,1
SIASUG2024-211,SIASUG2024-211,DATA203,1,DATA203,1
SIASUG2024-214,SIASUG2024-214,DATA203,1,DATA203,1
SIASUG2024-216,SIASUG2024-216,DATA203,1,DATA203,1
SIASUG2024-218,SIASUG2024-218,DATA203,1,DATA203,1
SIASUG2024-219,SIASUG2024-219,DATA203,1,DATA203,1
SIASUG2024-222,SIASUG2024-222,DATA203,1,DATA203,1
SIASUG2024-224,SIASUG2024-224,DATA203,1,DATA203,1
SIASUG2024-225,SIASUG2024-225,DATA203,1,DATA203,1
SIASUG2024-231,SIASUG2024-231,DATA203,1,DATA203,1
SIASUG2024-234,SIASUG2024-234,DATA203,1,DATA203,1
SIASUG2024-235,SIASUG2024-235,DATA203,1,DATA203,1
SIASUG2024-236,SIASUG2024-236,DATA203,1,DATA203,1
SIASUG2024-239,SIASUG2024-239,DATA203,1,DATA203,1
SIASUG2024-243,SIASUG2024-243,DATA203,1,DATA203,1
SIASUG2024-248,SIASUG2024-248,DATA203,1,DATA203,1
SIASUG2022-0013,SIASUG2022-0013,DATA206,1,DATA206,1
SIASUG2022-0056,SIASUG2022-0056,DATA206,1,DATA206,1
SIASUG2022-0099,SIASUG2022-0099,DATA206,1,DATA206,1
SIASUG2022-0142,SIASUG2022-0142,DATA206,1,DATA206,1
SIASUG2022-0171,SIASUG2022-0171,DATA206,1,DATA206,1
SIASUG2022-0183,SIASUG2022-0183,DATA206,1,DATA206,1
SIASUG2023-0002,SIASUG2023-0002,DATA206,1,DATA206,1
SIASUG2023-0003,SIASUG2023-0003,DATA206,1,DATA206,1
SIASUG2023-0017,SIASUG2023-0017,DATA206,1,DATA206,1
SIASUG2023-0022,SIASUG2023-0022,DATA206,1,DATA206,1
SIASUG2023-0024,SIASUG2023-0024,DATA206,1,DATA206,1
SIASUG2023-0026,SIASUG2023-0026,DATA206,1,DATA206,1
SIASUG2023-0030,SIASUG2023-0030,DATA206,1,DATA206,1
SIASUG2023-0032,SIASUG2023-0032,DATA206,1,DATA206,1
SIASUG2023-0046,SIASUG2023-0046,DATA206,1,DATA206,1
SIASUG2023-0055,SIASUG2023-0055,DATA206,1,DATA206,1
SIASUG2023-0061,SIASUG2023-0061,DATA206,1,DATA206,1
SIASUG2023-0063,SIASUG2023-0063,DATA206,1,DATA206,1
SIASUG2023-0074,SIASUG2023-0074,DATA206,1,DATA206,1
SIASUG2023-0075,SIASUG2023-0075,DATA206,1,DATA206,1
SIASUG2023-0085,SIASUG2023-0085,DATA206,1,DATA206,1
SIASUG2023-0088,SIASUG2023-0088,DATA206,1,DATA206,1
SIASUG2023-0091,SIASUG2023-0091,DATA206,1,DATA206,1
SIASUG2023-0094,SIASUG2023-0094,DATA206,1,DATA206,1
SIASUG2023-0099,SIASUG2023-0099,DATA206,1,DATA206,1
SIASUG2023-0103,SIASUG2023-0103,DATA206,1,DATA206,1
SIASUG2023-0106,SIASUG2023-0106,DATA206,1,DATA206,1
SIASUG2023-0107,SIASUG2023-0107,DATA206,1,DATA206,1
SIASUG2023-0109,SIASUG2023-0109,DATA206,1,DATA206,1
SIASUG2023-0110,SIASUG2023-0110,DATA206,1,DATA206,1
SIASUG2023-0116,SIASUG2023-0116,DATA206,1,DATA206,1
SIASUG2023-0126,SIASUG2023-0126,DATA206,1,DATA206,1
SIASUG2023-0130,SIASUG2023-0130,DATA206,1,DATA206,1
SIASUG2023-0137,SIASUG2023-0137,DATA206,1,DATA206,1
SIASUG2023-0154,SIASUG2023-0154,DATA206,1,DATA206,1
SIASUG2023-0155,SIASUG2023-0155,DATA206,1,DATA206,1
SIASUG2023-0172,SIASUG2023-0172,DATA206,1,DATA206,1
SIASUG2023-0177,SIASUG2023-0177,DATA206,1,DATA206,1
SIASUG2023-0194,SIASUG2023-0194,DATA206,1,DATA206,1
SIASUG2023-0195,SIASUG2023-0195,DATA206,1,DATA206,1
SIASUG2023-0203,SIASUG2023-0203,DATA206,1,DATA206,1
SIASUG2023-0206,SIASUG2023-0206,DATA206,1,DATA206,1
SIASUG2023-0207,SIASUG2023-0207,DATA206,1,DATA206,1
SIASUG2023-0213,SIASUG2023-0213,DATA206,1,DATA206,1
SIASUG2023-0223,SIASUG2023-0223,DATA206,1,DATA206,1
SIASUG2023-0228,SIASUG2023-0228,DATA206,1,DATA206,1
SIASUG2023-0238,SIASUG2023-0238,DATA206,1,DATA206,1
SIASUG2023-0239,SIASUG2023-0239,DATA206,1,DATA206,1
SIASUG2023-0254,SIASUG2023-0254,DATA206,1,DATA206,1
SIASUG2023-0255,SIASUG2023-0255,DATA206,1,DATA206,1
SIASUG2023-0261,SIASUG2023-0261,DATA206,1,DATA206,1
SIASUG2023-0264,SIASUG2023-0264,DATA206,1,DATA206,1
SIASUG2023-0272,SIASUG2023-0272,DATA206,1,DATA206,1
SIASUG2023-0281,SIASUG2023-0281,DATA206,1,DATA206,1
SIASUG2021-0181,SIASUG2021-0181,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0008,SIASUG2022-0008,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0031,SIASUG2022-0031,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0034,SIASUG2022-0034,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0046,SIASUG2022-0046,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0048,SIASUG2022-0048,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0078,SIASUG2022-0078,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0081,SIASUG2022-0081,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0088,SIASUG2022-0088,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0093,SIASUG2022-0093,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0099,SIASUG2022-0099,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0111,SIASUG2022-0111,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0121,SIASUG2022-0121,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0142,SIASUG2022-0142,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0155,SIASUG2022-0155,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0156,SIASUG2022-0156,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0164,SIASUG2022-0164,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0165,SIASUG2022-0165,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0170,SIASUG2022-0170,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0183,SIASUG2022-0183,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0188,SIASUG2022-0188,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0003,SIASUG2023-0003,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0022,SIASUG2023-0022,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0030,SIASUG2023-0030,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0032,SIASUG2023-0032,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0042,SIASUG2023-0042,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0046,SIASUG2023-0046,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0061,SIASUG2023-0061,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0065,SIASUG2023-0065,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0075,SIASUG2023-0075,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0082,SIASUG2023-0082,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0091,SIASUG2023-0091,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0099,SIASUG2023-0099,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0103,SIASUG2023-0103,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0106,SIASUG2023-0106,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0107,SIASUG2023-0107,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0109,SIASUG2023-0109,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0110,SIASUG2023-0110,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0118,SIASUG2023-0118,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0119,SIASUG2023-0119,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0130,SIASUG2023-0130,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0154,SIASUG2023-0154,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0191,SIASUG2023-0191,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0195,SIASUG2023-0195,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0196,SIASUG2023-0196,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0203,SIASUG2023-0203,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0206,SIASUG2023-0206,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0209,SIASUG2023-0209,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0212,SIASUG2023-0212,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0223,SIASUG2023-0223,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0230,SIASUG2023-0230,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0238,SIASUG2023-0238,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0248,SIASUG2023-0248,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0252,SIASUG2023-0252,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0254,SIASUG2023-0254,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0255,SIASUG2023-0255,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0256,SIASUG2023-0256,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0261,SIASUG2023-0261,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0264,SIASUG2023-0264,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2023-0277,SIASUG2023-0277,DATA230|BUSI230,1,DATA230|BUSI230,1
SIASUG2022-0013,SIASUG2022-0013,DATA301,1,DATA301,1
SIASUG2022-0142,SIASUG2022-0142,DATA301,1,DATA301,1
SIASUG2022-0165,SIASUG2022-0165,DATA301,1,DATA301,1
SIASUG2022-0183,SIASUG2022-0183,DATA301,1,DATA301,1
SIASUG2022-0188,SIASUG2022-0188,DATA301,1,DATA301,1
SIASUG2023-0002,SIASUG2023-0002,DATA301,1,DATA301,1
SIASUG2023-0003,SIASUG2023-0003,DATA301,1,DATA301,1
SIASUG2023-0017,SIASUG2023-0017,DATA301,1,DATA301,1
SIASUG2023-0022,SIASUG2023-0022,DATA301,1,DATA301,1
SIASUG2023-0024,SIASUG2023-0024,DATA301,1,DATA301,1
SIASUG2023-0026,SIASUG2023-0026,DATA301,1,DATA301,1
SIASUG2023-0030,SIASUG2023-0030,DATA301,1,DATA301,1
SIASUG2023-0032,SIASUG2023-0032,DATA301,1,DATA301,1
SIASUG2023-0046,SIASUG2023-0046,DATA301,1,DATA301,1
SIASUG2023-0055,SIASUG2023-0055,DATA301,1,DATA301,1
SIASUG2023-0063,SIASUG2023-0063,DATA301,1,DATA301,1
SIASUG2023-0074,SIASUG2023-0074,DATA301,1,DATA301,1
SIASUG2023-0075,SIASUG2023-0075,DATA301,1,DATA301,1
SIASUG2023-0085,SIASUG2023-0085,DATA301,1,DATA301,1
SIASUG2023-0088,SIASUG2023-0088,DATA301,1,DATA301,1
SIASUG2023-0091,SIASUG2023-0091,DATA301,1,DATA301,1
SIASUG2023-0093,SIASUG2023-0093,DATA301,1,DATA301,1
SIASUG2023-0094,SIASUG2023-0094,DATA301,1,DATA301,1
SIASUG2023-0099,SIASUG2023-0099,DATA301,1,DATA301,1
SIASUG2023-0106,SIASUG2023-0106,DATA301,1,DATA301,1
SIASUG2023-0107,SIASUG2023-0107,DATA301,1,DATA301,1
SIASUG2023-0109,SIASUG2023-0109,DATA301,1,DATA301,1
SIASUG2023-0110,SIASUG2023-0110,DATA301,1,DATA301,1
SIASUG2023-0116,SIASUG2023-0116,DATA301,1,DATA301,1
SIASUG2023-0119,SIASUG2023-0119,DATA301,1,DATA301,1
SIASUG2023-0126,SIASUG2023-0126,DATA301,1,DATA301,1
SIASUG2023-0130,SIASUG2023-0130,DATA301,1,DATA301,1
SIASUG2023-0137,SIASUG2023-0137,DATA301,1,DATA301,1
SIASUG2023-0154,SIASUG2023-0154,DATA301,1,DATA301,1
SIASUG2023-0155,SIASUG2023-0155,DATA301,1,DATA301,1
SIASUG2023-0172,SIASUG2023-0172,DATA301,1,DATA301,1
SIASUG2023-0177,SIASUG2023-0177,DATA301,1,DATA301,1
SIASUG2023-0194,SIASUG2023-0194,DATA301,1,DATA301,1
SIASUG2023-0195,SIASUG2023-0195,DATA301,1,DATA301,1
SIASUG2023-0203,SIASUG2023-0203,DATA301,1,DATA301,1
SIASUG2023-0206,SIASUG2023-0206,DATA301,1,DATA301,1
SIASUG2023-0207,SIASUG2023-0207,DATA301,1,DATA301,1
SIASUG2023-0213,SIASUG2023-0213,DATA301,1,DATA301,1
SIASUG2023-0223,SIASUG2023-0223,DATA301,1,DATA301,1
SIASUG2023-0228,SIASUG2023-0228,DATA301,1,DATA301,1
SIASUG2023-0238,SIASUG2023-0238,DATA301,1,DATA301,1
SIASUG2023-0239,SIASUG2023-0239,DATA301,1,DATA301,1
SIASUG2023-0252,SIASUG2023-0252,DATA301,1,DATA301,1
SIASUG2023-0254,SIASUG2023-0254,DATA301,1,DATA301,1
SIASUG2023-0255,SIASUG2023-0255,DATA301,1,DATA301,1
SIASUG2023-0261,SIASUG2023-0261,DATA301,1,DATA301,1
