Roll_No,Student_Name,Course,SectionNumber,Course_Section,NumberOfSections
SIASUG2023-0264,SIASUG2023-0264,DATA301,1,DATA301,1
SIASUG2023-0272,SIASUG2023-0272,DATA301,1,DATA301,1
SIASUG2023-0275,SIASUG2023-0275,DATA301,1,DATA301,1
SIASUG2023-0277,SIASUG2023-0277,DATA301,1,DATA301,1
SIASUG2023-0281,SIASUG2023-0281,DATA301,1,DATA301,1
SIASUG2023-0286,SIASUG2023-0286,DATA301,1,DATA301,1
SIASUG2022-0003,SIASUG2022-0003,ECON206,1,ECON206,1
SIASUG2022-0004,SIASUG2022-0004,ECON206,1,ECON206,1
SIASUG2022-0042,SIASUG2022-0042,ECON206,1,ECON206,1
SIASUG2022-0056,SIASUG2022-0056,ECON206,1,ECON206,1
SIASUG2022-0174,SIASUG2022-0174,ECON206,1,ECON206,1
SIASUG2023-0002,SIASUG2023-0002,ECON206,1,ECON206,1
SIASUG2023-0005,SIASUG2023-0005,ECON206,1,ECON206,1
SIASUG2023-0007,SIASUG2023-0007,ECON206,1,ECON206,1
SIASUG2023-0017,SIASUG2023-0017,ECON206,1,ECON206,1
SIASUG2023-0026,SIASUG2023-0026,ECON206,1,ECON206,1
SIASUG2023-0032,SIASUG2023-0032,ECON206,1,ECON206,1
SIASUG2023-0044,SIASUG2023-0044,ECON206,1,ECON206,1
SIASUG2023-0052,SIASUG2023-0052,ECON206,1,ECON206,1
SIASUG2023-0055,SIASUG2023-0055,ECON206,1,ECON206,1
SIASUG2023-0062,SIASUG2023-0062,ECON206,1,ECON206,1
SIASUG2023-0063,SIASUG2023-0063,ECON206,1,ECON206,1
SIASUG2023-0067,SIASUG2023-0067,ECON206,1,ECON206,1
SIASUG2023-0082,SIASUG2023-0082,ECON206,1,ECON206,1
SIASUG2023-0088,SIASUG2023-0088,ECON206,1,ECON206,1
SIASUG2023-0103,SIASUG2023-0103,ECON206,1,ECON206,1
SIASUG2023-0107,SIASUG2023-0107,ECON206,1,ECON206,1
SIASUG2023-0108,SIASUG2023-0108,ECON206,1,ECON206,1
SIASUG2023-0109,SIASUG2023-0109,ECON206,1,ECON206,1
SIASUG2023-0117,SIASUG2023-0117,ECON206,1,ECON206,1
SIASUG2023-0129,SIASUG2023-0129,ECON206,1,ECON206,1
SIASUG2023-0137,SIASUG2023-0137,ECON206,1,ECON206,1
SIASUG2023-0148,SIASUG2023-0148,ECON206,1,ECON206,1
SIASUG2023-0155,SIASUG2023-0155,ECON206,1,ECON206,1
SIASUG2023-0159,SIASUG2023-0159,ECON206,1,ECON206,1
SIASUG2023-0161,SIASUG2023-0161,ECON206,1,ECON206,1
SIASUG2023-0174,SIASUG2023-0174,ECON206,1,ECON206,1
SIASUG2023-0182,SIASUG2023-0182,ECON206,1,ECON206,1
SIASUG2023-0205,SIASUG2023-0205,ECON206,1,ECON206,1
SIASUG2023-0218,SIASUG2023-0218,ECON206,1,ECON206,1
SIASUG2023-0231,SIASUG2023-0231,ECON206,1,ECON206,1
SIASUG2023-0239,SIASUG2023-0239,ECON206,1,ECON206,1
SIASUG2023-0263,SIASUG2023-0263,ECON206,1,ECON206,1
SIASUG2023-0266,SIASUG2023-0266,ECON206,1,ECON206,1
SIASUG2023-0271,SIASUG2023-0271,ECON206,1,ECON206,1
SIASUG2023-0273,SIASUG2023-0273,ECON206,1,ECON206,1
SIASUG2023-0275,SIASUG2023-0275,ECON206,1,ECON206,1
SIASUG2023-0278,SIASUG2023-0278,ECON206,1,ECON206,1
SIASUG2023-0280,SIASUG2023-0280,ECON206,1,ECON206,1
SIASUG2023-0299,SIASUG2023-0299,ECON206,1,ECON206,1
SIASUG2023-0301,SIASUG2023-0301,ECON206,1,ECON206,1
SIASUG2023-0174,SIASUG2023-0174,ECON211,1,ECON211-A,2
SIASUG2023-0239,SIASUG2023-0239,ECON211,1,ECON211-A,2
SIASUG2023-0273,SIASUG2023-0273,ECON211,1,ECON211-A,2
SIASUG2024-003,SIASUG2024-003,ECON211,1,ECON211-A,2
SIASUG2024-009,SIASUG2024-009,ECON211,1,ECON211-A,2
SIASUG2024-010,SIASUG2024-010,ECON211,1,ECON211-A,2
SIASUG2024-011,SIASUG2024-011,ECON211,1,ECON211-A,2
SIASUG2024-015,SIASUG2024-015,ECON211,1,ECON211-A,2
SIASUG2024-021,SIASUG2024-021,ECON211,1,ECON211-A,2
SIASUG2024-024,SIASUG2024-024,ECON211,1,ECON211-A,2
SIASUG2024-025,SIASUG2024-025,ECON211,1,ECON211-A,2
SIASUG2024-031,SIASUG2024-031,ECON211,1,ECON211-A,2
SIASUG2024-035,SIASUG2024-035,ECON211,1,ECON211-A,2
SIASUG2024-037,SIASUG2024-037,ECON211,1,ECON211-A,2
SIASUG2024-043,SIASUG2024-043,ECON211,1,ECON211-A,2
SIASUG2024-044,SIASUG2024-044,ECON211,1,ECON211-A,2
SIASUG2024-047,SIASUG2024-047,ECON211,1,ECON211-A,2
SIASUG2024-061,SIASUG2024-061,ECON211,1,ECON211-A,2
SIASUG2024-067,SIASUG2024-067,ECON211,1,ECON211-A,2
SIASUG2024-082,SIASUG2024-082,ECON211,1,ECON211-A,2
SIASUG2024-083,SIASUG2024-083,ECON211,1,ECON211-A,2
SIASUG2024-085,SIASUG2024-085,ECON211,1,ECON211-A,2
SIASUG2024-087,SIASUG2024-087,ECON211,1,ECON211-A,2
SIASUG2024-088,SIASUG2024-088,ECON211,1,ECON211-A,2
SIASUG2024-093,SIASUG2024-093,ECON211,1,ECON211-A,2
SIASUG2024-094,SIASUG2024-094,ECON211,1,ECON211-A,2
SIASUG2024-101,SIASUG2024-101,ECON211,1,ECON211-A,2
SIASUG2024-102,SIASUG2024-102,ECON211,1,ECON211-A,2
SIASUG2024-106,SIASUG2024-106,ECON211,1,ECON211-A,2
SIASUG2024-107,SIASUG2024-107,ECON211,1,ECON211-A,2
SIASUG2024-110,SIASUG2024-110,ECON211,1,ECON211-A,2
SIASUG2024-117,SIASUG2024-117,ECON211,1,ECON211-A,2
SIASUG2024-125,SIASUG2024-125,ECON211,1,ECON211-A,2
SIASUG2024-128,SIASUG2024-128,ECON211,1,ECON211-A,2
SIASUG2024-130,SIASUG2024-130,ECON211,1,ECON211-A,2
SIASUG2024-131,SIASUG2024-131,ECON211,1,ECON211-A,2
SIASUG2024-134,SIASUG2024-134,ECON211,1,ECON211-A,2
SIASUG2024-137,SIASUG2024-137,ECON211,1,ECON211-A,2
SIASUG2024-145,SIASUG2024-145,ECON211,1,ECON211-A,2
SIASUG2024-151,SIASUG2024-151,ECON211,1,ECON211-A,2
SIASUG2024-152,SIASUG2024-152,ECON211,1,ECON211-A,2
SIASUG2024-153,SIASUG2024-153,ECON211,1,ECON211-A,2
SIASUG2024-155,SIASUG2024-155,ECON211,1,ECON211-A,2
SIASUG2024-158,SIASUG2024-158,ECON211,1,ECON211-A,2
SIASUG2024-170,SIASUG2024-170,ECON211,1,ECON211-A,2
SIASUG2024-175,SIASUG2024-175,ECON211,1,ECON211-A,2
SIASUG2022-0185,SIASUG2022-0185,ECON211,2,ECON211-B,2
SIASUG2023-0297,SIASUG2023-0297,ECON211,2,ECON211-B,2
SIASUG2024-004,SIASUG2024-004,ECON211,2,ECON211-B,2
SIASUG2024-017,SIASUG2024-017,ECON211,2,ECON211-B,2
SIASUG2024-029,SIASUG2024-029,ECON211,2,ECON211-B,2
SIASUG2024-030,SIASUG2024-030,ECON211,2,ECON211-B,2
SIASUG2024-036,SIASUG2024-036,ECON211,2,ECON211-B,2
SIASUG2024-048,SIASUG2024-048,ECON211,2,ECON211-B,2
SIASUG2024-049,SIASUG2024-049,ECON211,2,ECON211-B,2
SIASUG2024-053,SIASUG2024-053,ECON211,2,ECON211-B,2
SIASUG2024-069,SIASUG2024-069,ECON211,2,ECON211-B,2
SIASUG2024-098,SIASUG2024-098,ECON211,2,ECON211-B,2
SIASUG2024-116,SIASUG2024-116,ECON211,2,ECON211-B,2
SIASUG2024-141,SIASUG2024-141,ECON211,2,ECON211-B,2
SIASUG2024-146,SIASUG2024-146,ECON211,2,ECON211-B,2
SIASUG2024-154,SIASUG2024-154,ECON211,2,ECON211-B,2
SIASUG2024-162,SIASUG2024-162,ECON211,2,ECON211-B,2
SIASUG2024-166,SIASUG2024-166,ECON211,2,ECON211-B,2
SIASUG2024-171,SIASUG2024-171,ECON211,2,ECON211-B,2
SIASUG2024-178,SIASUG2024-178,ECON211,2,ECON211-B,2
SIASUG2024-180,SIASUG2024-180,ECON211,2,ECON211-B,2
SIASUG2024-186,SIASUG2024-186,ECON211,2,ECON211-B,2
SIASUG2024-188,SIASUG2024-188,ECON211,2,ECON211-B,2
SIASUG2024-189,SIASUG2024-189,ECON211,2,ECON211-B,2
SIASUG2024-191,SIASUG2024-191,ECON211,2,ECON211-B,2
SIASUG2024-195,SIASUG2024-195,ECON211,2,ECON211-B,2
SIASUG2024-196,SIASUG2024-196,ECON211,2,ECON211-B,2
SIASUG2024-197,SIASUG2024-197,ECON211,2,ECON211-B,2
SIASUG2024-198,SIASUG2024-198,ECON211,2,ECON211-B,2
SIASUG2024-202,SIASUG2024-202,ECON211,2,ECON211-B,2
SIASUG2024-203,SIASUG2024-203,ECON211,2,ECON211-B,2
SIASUG2024-204,SIASUG2024-204,ECON211,2,ECON211-B,2
SIASUG2024-206,SIASUG2024-206,ECON211,2,ECON211-B,2
SIASUG2024-216,SIASUG2024-216,ECON211,2,ECON211-B,2
SIASUG2024-217,SIASUG2024-217,ECON211,2,ECON211-B,2
SIASUG2024-219,SIASUG2024-219,ECON211,2,ECON211-B,2
SIASUG2024-228,SIASUG2024-228,ECON211,2,ECON211-B,2
SIASUG2024-231,SIASUG2024-231,ECON211,2,ECON211-B,2
SIASUG2024-233,SIASUG2024-233,ECON211,2,ECON211-B,2
SIASUG2024-237,SIASUG2024-237,ECON211,2,ECON211-B,2
SIASUG2024-240,SIASUG2024-240,ECON211,2,ECON211-B,2
SIASUG2024-241,SIASUG2024-241,ECON211,2,ECON211-B,2
SIASUG2024-243,SIASUG2024-243,ECON211,2,ECON211-B,2
SIASUG2024-247,SIASUG2024-247,ECON211,2,ECON211-B,2
SIASUG2024-249,SIASUG2024-249,ECON211,2,ECON211-B,2
SIASUG2024-254,SIASUG2024-254,ECON211,2,ECON211-B,2
SIASUG2023-0032,SIASUG2023-0032,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2023-0086,SIASUG2023-0086,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2023-0174,SIASUG2023-0174,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2023-0273,SIASUG2023-0273,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-003,SIASUG2024-003,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-009,SIASUG2024-009,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-010,SIASUG2024-010,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-011,SIASUG2024-011,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-015,SIASUG2024-015,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-021,SIASUG2024-021,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-024,SIASUG2024-024,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-025,SIASUG2024-025,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-031,SIASUG2024-031,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-035,SIASUG2024-035,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-037,SIASUG2024-037,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-043,SIASUG2024-043,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-044,SIASUG2024-044,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-047,SIASUG2024-047,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-061,SIASUG2024-061,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-067,SIASUG2024-067,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-082,SIASUG2024-082,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-083,SIASUG2024-083,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-085,SIASUG2024-085,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-087,SIASUG2024-087,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-088,SIASUG2024-088,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-093,SIASUG2024-093,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-094,SIASUG2024-094,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-101,SIASUG2024-101,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-102,SIASUG2024-102,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-106,SIASUG2024-106,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-107,SIASUG2024-107,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-110,SIASUG2024-110,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-117,SIASUG2024-117,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-125,SIASUG2024-125,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-128,SIASUG2024-128,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-130,SIASUG2024-130,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-131,SIASUG2024-131,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-134,SIASUG2024-134,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-137,SIASUG2024-137,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-145,SIASUG2024-145,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-151,SIASUG2024-151,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-152,SIASUG2024-152,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-153,SIASUG2024-153,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-155,SIASUG2024-155,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-158,SIASUG2024-158,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-170,SIASUG2024-170,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2024-175,SIASUG2024-175,ECON212|DATA212,1,ECON212|DATA212-A,2
SIASUG2023-0008,SIASUG2023-0008,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2023-0037,SIASUG2023-0037,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2023-0090,SIASUG2023-0090,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2023-0098,SIASUG2023-0098,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2023-0161,SIASUG2023-0161,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2023-0211,SIASUG2023-0211,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-004,SIASUG2024-004,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-017,SIASUG2024-017,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-029,SIASUG2024-029,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-036,SIASUG2024-036,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-048,SIASUG2024-048,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-049,SIASUG2024-049,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-053,SIASUG2024-053,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-069,SIASUG2024-069,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-098,SIASUG2024-098,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-116,SIASUG2024-116,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-129,SIASUG2024-129,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-141,SIASUG2024-141,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-146,SIASUG2024-146,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-154,SIASUG2024-154,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-162,SIASUG2024-162,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-166,SIASUG2024-166,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-171,SIASUG2024-171,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-177,SIASUG2024-177,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-178,SIASUG2024-178,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-180,SIASUG2024-180,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-186,SIASUG2024-186,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-188,SIASUG2024-188,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-189,SIASUG2024-189,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-191,SIASUG2024-191,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-195,SIASUG2024-195,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-196,SIASUG2024-196,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-197,SIASUG2024-197,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-198,SIASUG2024-198,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-202,SIASUG2024-202,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-203,SIASUG2024-203,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-204,SIASUG2024-204,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-206,SIASUG2024-206,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-216,SIASUG2024-216,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-217,SIASUG2024-217,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-219,SIASUG2024-219,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-231,SIASUG2024-231,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-237,SIASUG2024-237,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-240,SIASUG2024-240,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-243,SIASUG2024-243,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-249,SIASUG2024-249,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2024-254,SIASUG2024-254,ECON212|DATA212,2,ECON212|DATA212-B,2
SIASUG2022-0183,SIASUG2022-0183,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2022-0188,SIASUG2022-0188,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2023-0026,SIASUG2023-0026,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2023-0088,SIASUG2023-0088,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2023-0126,SIASUG2023-0126,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2023-0174,SIASUG2023-0174,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2023-0207,SIASUG2023-0207,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2023-0261,SIASUG2023-0261,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-003,SIASUG2024-003,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-009,SIASUG2024-009,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-010,SIASUG2024-010,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-011,SIASUG2024-011,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-015,SIASUG2024-015,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-021,SIASUG2024-021,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-024,SIASUG2024-024,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-025,SIASUG2024-025,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-031,SIASUG2024-031,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-035,SIASUG2024-035,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-043,SIASUG2024-043,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-044,SIASUG2024-044,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-047,SIASUG2024-047,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-061,SIASUG2024-061,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-067,SIASUG2024-067,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-082,SIASUG2024-082,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-083,SIASUG2024-083,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-085,SIASUG2024-085,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-087,SIASUG2024-087,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-088,SIASUG2024-088,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-093,SIASUG2024-093,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-094,SIASUG2024-094,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-101,SIASUG2024-101,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-102,SIASUG2024-102,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-106,SIASUG2024-106,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-107,SIASUG2024-107,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-110,SIASUG2024-110,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-128,SIASUG2024-128,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-130,SIASUG2024-130,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-131,SIASUG2024-131,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-134,SIASUG2024-134,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-137,SIASUG2024-137,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-145,SIASUG2024-145,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-151,SIASUG2024-151,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-152,SIASUG2024-152,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2024-153,SIASUG2024-153,ECON223|DATA223,1,ECON223|DATA223-A,2
SIASUG2022-0022,SIASUG2022-0022,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2022-0150,SIASUG2022-0150,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2023-0108,SIASUG2023-0108,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-004,SIASUG2024-004,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-030,SIASUG2024-030,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-036,SIASUG2024-036,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-048,SIASUG2024-048,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-049,SIASUG2024-049,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-053,SIASUG2024-053,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-069,SIASUG2024-069,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-097,SIASUG2024-097,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-141,SIASUG2024-141,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-146,SIASUG2024-146,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-155,SIASUG2024-155,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-158,SIASUG2024-158,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-162,SIASUG2024-162,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-166,SIASUG2024-166,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-170,SIASUG2024-170,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-175,SIASUG2024-175,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-178,SIASUG2024-178,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-180,SIASUG2024-180,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-186,SIASUG2024-186,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-188,SIASUG2024-188,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-189,SIASUG2024-189,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-191,SIASUG2024-191,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-195,SIASUG2024-195,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-196,SIASUG2024-196,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-197,SIASUG2024-197,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-198,SIASUG2024-198,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-204,SIASUG2024-204,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-206,SIASUG2024-206,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-216,SIASUG2024-216,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-217,SIASUG2024-217,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-219,SIASUG2024-219,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-228,SIASUG2024-228,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-231,SIASUG2024-231,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-233,SIASUG2024-233,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-237,SIASUG2024-237,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-243,SIASUG2024-243,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-247,SIASUG2024-247,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-248,SIASUG2024-248,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-249,SIASUG2024-249,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2024-254,SIASUG2024-254,ECON223|DATA223,2,ECON223|DATA223-B,2
SIASUG2022-0007,SIASUG2022-0007,ECON310,1,ECON310,1
SIASUG2022-0008,SIASUG2022-0008,ECON310,1,ECON310,1
SIASUG2022-0029,SIASUG2022-0029,ECON310,1,ECON310,1
SIASUG2022-0031,SIASUG2022-0031,ECON310,1,ECON310,1
SIASUG2022-0034,SIASUG2022-0034,ECON310,1,ECON310,1
SIASUG2022-0047,SIASUG2022-0047,ECON310,1,ECON310,1
SIASUG2022-0048,SIASUG2022-0048,ECON310,1,ECON310,1
SIASUG2022-0067,SIASUG2022-0067,ECON310,1,ECON310,1
SIASUG2022-0088,SIASUG2022-0088,ECON310,1,ECON310,1
SIASUG2022-0095,SIASUG2022-0095,ECON310,1,ECON310,1
SIASUG2022-0103,SIASUG2022-0103,ECON310,1,ECON310,1
SIASUG2022-0121,SIASUG2022-0121,ECON310,1,ECON310,1
