Roll No.,TRIM,SECTION,G CODE,Sections
UG-T1-189,1,KCCS122,KCCS122-ESH(A),A
UG-T1-106,1,KCCS122,KCCS122-ESH(A),A
UG-T1-162,1,KCCS122,KCCS122-ESH(A),A
UG-T1-073,1,KCCS122,KCCS122-ESH(A),A
UG-T1-172,1,KCCS122,KCCS122-ESH(A),A
UG-T1-157,1,KCCS122,KCCS122-ESH(A),A
UG-T1-173,1,KCCS122,KCCS122-ESH(A),A
UG-T1-206,1,KCCS122,KCCS122-ESH(A),A
UG-T1-220,1,KCCS122,KCCS122-ESH(A),A
UG-T1-003,1,KCCS122,KCCS122-ESH(B),B
UG-T1-037,1,KCCS122,KCCS122-ESH(B),B
UG-T1-085,1,KCCS122,KCCS122-ESH(B),B
UG-T1-168,1,KCCS122,KCCS122-ESH(B),B
UG-T1-020,1,KCCS122,KCCS122-ESH(B),B
UG-T1-112,1,KCCS122,KCCS122-ESH(B),B
UG-T1-170,1,KCCS122,KCCS122-ESH(B),B
UG-T1-015,1,KCCS122,KCCS122-ESH(B),B
UG-T1-169,1,KCCS122,KCCS122-ESH(B),B
UG-T1-113,1,KCCS122,KCCS122-ESH(B),B
UG-T1-057,1,KCCS122,KCCS122-ESH(B),B
UG-T1-156,1,KCCS122,KCCS122-ESH(B),B
UG-T1-043,1,KCCS122,KCCS122-ESH(B),B
UG-T1-226,1,KCCS122,KCCS122-ESH(B),B
UG-T1-066,1,KCCS122,KCCS122-ESH(B),B
UG-T1-166,1,KCCS122,KCCS122-ESH(B),B
UG-T1-140,1,KCCS122,KCCS122-ESH(B),B
UG-T1-148,1,KCCS122,KCCS122-ESH(B),B
UG-T1-194,1,KCCS122,KCCS122-ESH(B),B
UG-T1-010,1,KCCS122,KCCS122-ESH(B),B
UG-T1-047,1,KCCS122,KCCS122-ESH(B),B
UG-T1-091,1,KCCS122,KCCS122-ESH(B),B
UG-T1-178,1,KCCS122,KCCS122-ESH(B),B
UG-T1-049,1,KCCS122,KCCS122-ESH(B),B
UG-T1-120,1,KCCS122,KCCS122-ESH(B),B
UG-T1-185,1,KCCS122,KCCS122-ESH(B),B
UG-T1-059,1,KCCS122,KCCS122-ESH(B),B
UG-T1-158,1,KCCS122,KCCS122-ESH(B),B
UG-T1-235,1,KCCS122,KCCS122-ESH(B),B
UG-T1-123,1,KCCS122,KCCS122-ESH(B),B
UG-T1-198,1,KCCS122,KCCS122-ESH(B),B
UG-T1-116,1,KCCS122,KCCS122-ESH(B),B
UG-T1-014,1,KCCS122,KCCS122-ESH(B),B
UG-T1-084,1,KCCS122,KCCS122-ESH(B),B
UG-T1-223,1,KCCS122,KCCS122-ESH(B),B
UG-T1-179,1,KCCS122,KCCS122-ESH(B),B
UG-T1-163,1,KCCS122,KCCS122-ESH(B),B
UG-T1-224,1,KCCS122,KCCS122-ESH(B),B
UG-T1-222,1,KCCS122,KCCS122-ESH(B),B
UG-T1-009,1,KCCS122,KCCS122-ESH(C),C
UG-T1-042,1,KCCS122,KCCS122-ESH(C),C
UG-T1-090,1,KCCS122,KCCS122-ESH(C),C
UG-T1-177,1,KCCS122,KCCS122-ESH(C),C
UG-T1-044,1,KCCS122,KCCS122-ESH(C),C
UG-T1-117,1,KCCS122,KCCS122-ESH(C),C
UG-T1-184,1,KCCS122,KCCS122-ESH(C),C
UG-T1-054,1,KCCS122,KCCS122-ESH(C),C
UG-T1-150,1,KCCS122,KCCS122-ESH(C),C
UG-T1-221,1,KCCS122,KCCS122-ESH(C),C
UG-T1-081,1,KCCS122,KCCS122-ESH(C),C
UG-T1-187,1,KCCS122,KCCS122-ESH(C),C
UG-T1-098,1,KCCS122,KCCS122-ESH(C),C
UG-T1-234,1,KCCS122,KCCS122-ESH(C),C
UG-T1-078,1,KCCS122,KCCS122-ESH(C),C
UG-T1-183,1,KCCS122,KCCS122-ESH(C),C
UG-T1-155,1,KCCS122,KCCS122-ESH(C),C
UG-T1-225,1,KCCS122,KCCS122-ESH(C),C
UG-T1-231,1,KCCS122,KCCS122-ESH(C),C
UG-T1-195,1,KCCS122,KCCS122-ESH(C),C
UG-T1-022,1,KCCS122,KCCS122-ESH(C),C
UG-T1-060,1,KCCS122,KCCS122-ESH(C),C
UG-T1-107,1,KCCS122,KCCS122-ESH(C),C
UG-T1-190,1,KCCS122,KCCS122-ESH(C),C
UG-T1-069,1,KCCS122,KCCS122-ESH(C),C
UG-T1-124,1,KCCS122,KCCS122-ESH(C),C
UG-T1-197,1,KCCS122,KCCS122-ESH(C),C
UG-T1-070,1,KCCS122,KCCS122-ESH(C),C
UG-T1-017,1,KCCS122,KCCS122-ESH(C),C
UG-T1-026,1,KCCS122,KCCS122-ESH(C),C
UG-T1-132,1,KCCS122,KCCS122-ESH(C),C
UG-T1-208,1,KCCS122,KCCS122-ESH(C),C
UG-T1-165,1,KCCS122,KCCS122-ESH(C),C
UG-T1-029,1,KCCS122,KCCS122-ESH(C),C
UG-T1-110,1,KCCS122,KCCS122-ESH(C),C
UG-T1-082,1,KCCS122,KCCS122-ESH(C),C
UG-T1-201,1,KCCS122,KCCS122-ESH(C),C
UG-T1-040,1,KCCS122,KCCS122-ESH(C),C
UG-T1-227,1,KCCS122,KCCS122-ESH(C),C
UG-T1-048,1,KCCS122,KCCS122-ESH(C),C
UG-T1-012,1,KCCS122,KCCS122-ESH(D),D
UG-T1-053,1,KCCS122,KCCS122-ESH(D),D
UG-T1-102,1,KCCS122,KCCS122-ESH(D),D
UG-T1-181,1,KCCS122,KCCS122-ESH(D),D
UG-T1-067,1,KCCS122,KCCS122-ESH(D),D
UG-T1-121,1,KCCS122,KCCS122-ESH(D),D
UG-T1-196,1,KCCS122,KCCS122-ESH(D),D
UG-T1-068,1,KCCS122,KCCS122-ESH(D),D
UG-T1-128,1,KCCS122,KCCS122-ESH(D),D
UG-T1-108,1,KCCS122,KCCS122-ESH(D),D
UG-T1-115,1,KCCS122,KCCS122-ESH(D),D
UG-T1-193,1,KCCS122,KCCS122-ESH(D),D
UG-T1-109,1,KCCS122,KCCS122-ESH(D),D
UG-T1-025,1,KCCS122,KCCS122-ESH(D),D
UG-T1-089,1,KCCS122,KCCS122-ESH(D),D
UG-T1-230,1,KCCS122,KCCS122-ESH(D),D
UG-T1-175,1,KCCS122,KCCS122-ESH(D),D
UG-T1-211,1,KCCS122,KCCS122-ESH(D),D
UG-T1-205,1,KCCS122,KCCS122-ESH(D),D
UG-T1-217,1,KCCS122,KCCS122-ESH(D),D
UG-T1-028,1,KCCS122,KCCS122-ESH(D),D
UG-T1-062,1,KCCS122,KCCS122-ESH(D),D
UG-T1-122,1,KCCS122,KCCS122-ESH(D),D
UG-T1-200,1,KCCS122,KCCS122-ESH(D),D
UG-T1-083,1,KCCS122,KCCS122-ESH(D),D
UG-T1-146,1,KCCS122,KCCS122-ESH(D),D
UG-T1-213,1,KCCS122,KCCS122-ESH(D),D
UG-T1-076,1,KCCS122,KCCS122-ESH(D),D
UG-T1-018,1,KCCS122,KCCS122-ESH(D),D
UG-T1-032,1,KCCS122,KCCS122-ESH(D),D
UG-T1-145,1,KCCS122,KCCS122-ESH(D),D
UG-T1-219,1,KCCS122,KCCS122-ESH(D),D
UG-T1-182,1,KCCS122,KCCS122-ESH(D),D
UG-T1-046,1,KCCS122,KCCS122-ESH(D),D
UG-T1-134,1,KCCS122,KCCS122-ESH(D),D
UG-T1-093,1,KCCS122,KCCS122-ESH(D),D
UG-T1-209,1,KCCS122,KCCS122-ESH(D),D
UG-T1-096,1,KCCS122,KCCS122-ESH(D),D
UG-T1-229,1,KCCS122,KCCS122-ESH(D),D
UG-T1-019,1,KCCS122,KCCS122-ESH(E),E
UG-T1-061,1,KCCS122,KCCS122-ESH(E),E
UG-T1-111,1,KCCS122,KCCS122-ESH(E),E
UG-T1-191,1,KCCS122,KCCS122-ESH(E),E
UG-T1-077,1,KCCS122,KCCS122-ESH(E),E
UG-T1-131,1,KCCS122,KCCS122-ESH(E),E
UG-T1-203,1,KCCS122,KCCS122-ESH(E),E
UG-T1-075,1,KCCS122,KCCS122-ESH(E),E
UG-T1-171,1,KCCS122,KCCS122-ESH(E),E
UG-T1-021,1,KCCS122,KCCS122-ESH(E),E
UG-T1-130,1,KCCS122,KCCS122-ESH(E),E
UG-T1-204,1,KCCS122,KCCS122-ESH(E),E
UG-T1-144,1,KCCS122,KCCS122-ESH(E),E
UG-T1-034,1,KCCS122,KCCS122-ESH(E),E
UG-T1-127,1,KCCS122,KCCS122-ESH(E),E
UG-T1-051,1,KCCS122,KCCS122-ESH(E),E
UG-T1-199,1,KCCS122,KCCS122-ESH(E),E
UG-T1-094,1,KCCS122,KCCS122-ESH(E),E
UG-T1-045,1,KCCS122,KCCS122-ESH(E),E
UG-T1-232,1,KCCS122,KCCS122-ESH(E),E
UG-T1-031,1,KCCS122,KCCS122-ESH(E),E
UG-T1-071,1,KCCS122,KCCS122-ESH(E),E
UG-T1-133,1,KCCS122,KCCS122-ESH(E),E
UG-T1-004,1,KCCS122,KCCS122-ESH(E),E
UG-T1-101,1,KCCS122,KCCS122-ESH(E),E
UG-T1-153,1,KCCS122,KCCS122-ESH(E),E
UG-T1-216,1,KCCS122,KCCS122-ESH(E),E
UG-T1-097,1,KCCS122,KCCS122-ESH(E),E
UG-T1-036,1,KCCS122,KCCS122-ESH(E),E
UG-T1-056,1,KCCS122,KCCS122-ESH(E),E
UG-T1-154,1,KCCS122,KCCS122-ESH(E),E
UG-T1-016,1,KCCS122,KCCS122-ESH(E),E
UG-T1-212,1,KCCS122,KCCS122-ESH(E),E
UG-T1-055,1,KCCS122,KCCS122-ESH(E),E
UG-T1-139,1,KCCS122,KCCS122-ESH(E),E
UG-T1-125,1,KCCS122,KCCS122-ESH(E),E
UG-T1-167,1,KCCS122,KCCS122-ESH(E),E
UG-T1-129,1,KCCS122,KCCS122-ESH(E),E
UG-T1-023,1,KCCS122,KCCS122-ESH(E),E
UG-T1-024,1,KCCS122,KCCS122-ESH(F),F
UG-T1-065,1,KCCS122,KCCS122-ESH(F),F
UG-T1-126,1,KCCS122,KCCS122-ESH(F),F
UG-T1-228,1,KCCS122,KCCS122-ESH(F),F
UG-T1-086,1,KCCS122,KCCS122-ESH(F),F
UG-T1-152,1,KCCS122,KCCS122-ESH(F),F
UG-T1-214,1,KCCS122,KCCS122-ESH(F),F
UG-T1-079,1,KCCS122,KCCS122-ESH(F),F
UG-T1-188,1,KCCS122,KCCS122-ESH(F),F
UG-T1-030,1,KCCS122,KCCS122-ESH(F),F
UG-T1-135,1,KCCS122,KCCS122-ESH(F),F
UG-T1-215,1,KCCS122,KCCS122-ESH(F),F
UG-T1-174,1,KCCS122,KCCS122-ESH(F),F
UG-T1-052,1,KCCS122,KCCS122-ESH(F),F
UG-T1-138,1,KCCS122,KCCS122-ESH(F),F
UG-T1-087,1,KCCS122,KCCS122-ESH(F),F
UG-T1-202,1,KCCS122,KCCS122-ESH(F),F
UG-T1-119,1,KCCS122,KCCS122-ESH(F),F
UG-T1-160,1,KCCS122,KCCS122-ESH(F),F
UG-T1-002,1,KCCS122,KCCS122-ESH(F),F
UG-T1-035,1,KCCS122,KCCS122-ESH(F),F
UG-T1-080,1,KCCS122,KCCS122-ESH(F),F
UG-T1-164,1,KCCS122,KCCS122-ESH(F),F
UG-T1-013,1,KCCS122,KCCS122-ESH(F),F
UG-T1-105,1,KCCS122,KCCS122-ESH(F),F
UG-T1-161,1,KCCS122,KCCS122-ESH(F),F
UG-T1-008,1,KCCS122,KCCS122-ESH(F),F
UG-T1-118,1,KCCS122,KCCS122-ESH(F),F
UG-T1-095,1,KCCS122,KCCS122-ESH(F),F
UG-T1-064,1,KCCS122,KCCS122-ESH(F),F
UG-T1-186,1,KCCS122,KCCS122-ESH(F),F
UG-T1-050,1,KCCS122,KCCS122-ESH(F),F
UG-T1-233,1,KCCS122,KCCS122-ESH(F),F
UG-T1-063,1,KCCS122,KCCS122-ESH(F),F
UG-T1-149,1,KCCS122,KCCS122-ESH(F),F
UG-T1-141,1,KCCS122,KCCS122-ESH(F),F
UG-T1-072,1,KCCS122,KCCS122-ESH(F),F
UG-T1-147,1,KCCS122,KCCS122-ESH(F),F
UG-T1-006,1,KCCS122,KCCS122-ESH(F),F
UG-T1-001,1,KCCS102,KCCS102-MR(A),A
UG-T1-042,1,KCCS102,KCCS102-MR(A),A
UG-T1-111,1,KCCS102,KCCS102-MR(A),A
UG-T1-011,1,KCCS102,KCCS102-MR(A),A
UG-T1-077,1,KCCS102,KCCS102-MR(A),A
UG-T1-203,1,KCCS102,KCCS102-MR(A),A
UG-T1-103,1,KCCS102,KCCS102-MR(A),A
UG-T1-221,1,KCCS102,KCCS102-MR(A),A
UG-T1-130,1,KCCS102,KCCS102-MR(A),A
UG-T1-005,1,KCCS102,KCCS102-MR(A),A
UG-T1-234,1,KCCS102,KCCS102-MR(A),A
UG-T1-127,1,KCCS102,KCCS102-MR(A),A
UG-T1-099,1,KCCS102,KCCS102-MR(A),A
UG-T1-225,1,KCCS102,KCCS102-MR(A),A
UG-T1-045,1,KCCS102,KCCS102-MR(A),A
UG-T1-007,1,KCCS102,KCCS102-MR(A),A
UG-T1-060,1,KCCS102,KCCS102-MR(A),A
UG-T1-133,1,KCCS102,KCCS102-MR(A),A
UG-T1-027,1,KCCS102,KCCS102-MR(A),A
UG-T1-124,1,KCCS102,KCCS102-MR(A),A
UG-T1-216,1,KCCS102,KCCS102-MR(A),A
UG-T1-136,1,KCCS102,KCCS102-MR(A),A
UG-T1-026,1,KCCS102,KCCS102-MR(A),A
UG-T1-154,1,KCCS102,KCCS102-MR(A),A
UG-T1-106,1,KCCS102,KCCS102-MR(A),A
UG-T1-029,1,KCCS102,KCCS102-MR(A),A
UG-T1-055,1,KCCS102,KCCS102-MR(A),A
UG-T1-157,1,KCCS102,KCCS102-MR(A),A
UG-T1-040,1,KCCS102,KCCS102-MR(A),A
UG-T1-023,1,KCCS102,KCCS102-MR(A),A
UG-T1-003,1,KCCS102,KCCS102-MR(B),B
UG-T1-053,1,KCCS102,KCCS102-MR(B),B
UG-T1-126,1,KCCS102,KCCS102-MR(B),B
UG-T1-020,1,KCCS102,KCCS102-MR(B),B
UG-T1-121,1,KCCS102,KCCS102-MR(B),B
UG-T1-214,1,KCCS102,KCCS102-MR(B),B
UG-T1-171,1,KCCS102,KCCS102-MR(B),B
UG-T1-108,1,KCCS102,KCCS102-MR(B),B
UG-T1-135,1,KCCS102,KCCS102-MR(B),B
UG-T1-043,1,KCCS102,KCCS102-MR(B),B
UG-T1-025,1,KCCS102,KCCS102-MR(B),B
UG-T1-138,1,KCCS102,KCCS102-MR(B),B
UG-T1-140,1,KCCS102,KCCS102-MR(B),B
UG-T1-205,1,KCCS102,KCCS102-MR(B),B
UG-T1-160,1,KCCS102,KCCS102-MR(B),B
UG-T1-010,1,KCCS102,KCCS102-MR(B),B
UG-T1-062,1,KCCS102,KCCS102-MR(B),B
UG-T1-164,1,KCCS102,KCCS102-MR(B),B
UG-T1-049,1,KCCS102,KCCS102-MR(B),B
UG-T1-146,1,KCCS102,KCCS102-MR(B),B
UG-T1-008,1,KCCS102,KCCS102-MR(B),B
UG-T1-158,1,KCCS102,KCCS102-MR(B),B
UG-T1-032,1,KCCS102,KCCS102-MR(B),B
UG-T1-186,1,KCCS102,KCCS102-MR(B),B
UG-T1-116,1,KCCS102,KCCS102-MR(B),B
UG-T1-046,1,KCCS102,KCCS102-MR(B),B
UG-T1-149,1,KCCS102,KCCS102-MR(B),B
UG-T1-179,1,KCCS102,KCCS102-MR(B),B
UG-T1-096,1,KCCS102,KCCS102-MR(B),B
UG-T1-006,1,KCCS102,KCCS102-MR(B),B
UG-T1-009,1,KCCS102,KCCS102-MR(C),C
UG-T1-061,1,KCCS102,KCCS102-MR(C),C
UG-T1-137,1,KCCS102,KCCS102-MR(C),C
UG-T1-044,1,KCCS102,KCCS102-MR(C),C
UG-T1-131,1,KCCS102,KCCS102-MR(C),C
UG-T1-218,1,KCCS102,KCCS102-MR(C),C
UG-T1-150,1,KCCS102,KCCS102-MR(C),C
UG-T1-021,1,KCCS102,KCCS102-MR(C),C
UG-T1-151,1,KCCS102,KCCS102-MR(C),C
UG-T1-098,1,KCCS102,KCCS102-MR(C),C
UG-T1-034,1,KCCS102,KCCS102-MR(C),C
UG-T1-142,1,KCCS102,KCCS102-MR(C),C
UG-T1-155,1,KCCS102,KCCS102-MR(C),C
UG-T1-094,1,KCCS102,KCCS102-MR(C),C
UG-T1-192,1,KCCS102,KCCS102-MR(C),C
UG-T1-022,1,KCCS102,KCCS102-MR(C),C
UG-T1-071,1,KCCS102,KCCS102-MR(C),C
UG-T1-176,1,KCCS102,KCCS102-MR(C),C
UG-T1-069,1,KCCS102,KCCS102-MR(C),C
UG-T1-153,1,KCCS102,KCCS102-MR(C),C
UG-T1-039,1,KCCS102,KCCS102-MR(C),C
UG-T1-017,1,KCCS102,KCCS102-MR(C),C
UG-T1-056,1,KCCS102,KCCS102-MR(C),C
UG-T1-189,1,KCCS102,KCCS102-MR(C),C
UG-T1-165,1,KCCS102,KCCS102-MR(C),C
UG-T1-139,1,KCCS102,KCCS102-MR(C),C
UG-T1-172,1,KCCS102,KCCS102-MR(C),C
UG-T1-201,1,KCCS102,KCCS102-MR(C),C
UG-T1-129,1,KCCS102,KCCS102-MR(C),C
UG-T1-220,1,KCCS102,KCCS102-MR(C),C
UG-T1-012,1,KCCS102,KCCS102-MR(D),D
UG-T1-065,1,KCCS102,KCCS102-MR(D),D
UG-T1-168,1,KCCS102,KCCS102-MR(D),D
UG-T1-067,1,KCCS102,KCCS102-MR(D),D
UG-T1-152,1,KCCS102,KCCS102-MR(D),D
UG-T1-015,1,KCCS102,KCCS102-MR(D),D
UG-T1-169,1,KCCS102,KCCS102-MR(D),D
UG-T1-030,1,KCCS102,KCCS102-MR(D),D
UG-T1-156,1,KCCS102,KCCS102-MR(D),D
UG-T1-109,1,KCCS102,KCCS102-MR(D),D
UG-T1-052,1,KCCS102,KCCS102-MR(D),D
UG-T1-166,1,KCCS102,KCCS102-MR(D),D
UG-T1-175,1,KCCS102,KCCS102-MR(D),D
UG-T1-119,1,KCCS102,KCCS102-MR(D),D
UG-T1-194,1,KCCS102,KCCS102-MR(D),D
UG-T1-028,1,KCCS102,KCCS102-MR(D),D
UG-T1-080,1,KCCS102,KCCS102-MR(D),D
UG-T1-178,1,KCCS102,KCCS102-MR(D),D
UG-T1-083,1,KCCS102,KCCS102-MR(D),D
UG-T1-161,1,KCCS102,KCCS102-MR(D),D
UG-T1-059,1,KCCS102,KCCS102-MR(D),D
UG-T1-018,1,KCCS102,KCCS102-MR(D),D
UG-T1-064,1,KCCS102,KCCS102-MR(D),D
UG-T1-198,1,KCCS102,KCCS102-MR(D),D
UG-T1-182,1,KCCS102,KCCS102-MR(D),D
UG-T1-063,1,KCCS102,KCCS102-MR(D),D
UG-T1-223,1,KCCS102,KCCS102-MR(D),D
UG-T1-209,1,KCCS102,KCCS102-MR(D),D
UG-T1-147,1,KCCS102,KCCS102-MR(D),D
UG-T1-222,1,KCCS102,KCCS102-MR(D),D
UG-T1-019,1,KCCS102,KCCS102-MR(E),E
UG-T1-074,1,KCCS102,KCCS102-MR(E),E
UG-T1-177,1,KCCS102,KCCS102-MR(E),E
UG-T1-117,1,KCCS102,KCCS102-MR(E),E
UG-T1-159,1,KCCS102,KCCS102-MR(E),E
UG-T1-054,1,KCCS102,KCCS102-MR(E),E
UG-T1-128,1,KCCS102,KCCS102-MR(E),E
UG-T1-038,1,KCCS102,KCCS102-MR(E),E
UG-T1-187,1,KCCS102,KCCS102-MR(E),E
UG-T1-144,1,KCCS102,KCCS102-MR(E),E
UG-T1-058,1,KCCS102,KCCS102-MR(E),E
UG-T1-183,1,KCCS102,KCCS102-MR(E),E
UG-T1-199,1,KCCS102,KCCS102-MR(E),E
UG-T1-211,1,KCCS102,KCCS102-MR(E),E
UG-T1-195,1,KCCS102,KCCS102-MR(E),E
UG-T1-031,1,KCCS102,KCCS102-MR(E),E
UG-T1-088,1,KCCS102,KCCS102-MR(E),E
UG-T1-190,1,KCCS102,KCCS102-MR(E),E
UG-T1-101,1,KCCS102,KCCS102-MR(E),E
UG-T1-180,1,KCCS102,KCCS102-MR(E),E
UG-T1-070,1,KCCS102,KCCS102-MR(E),E
UG-T1-036,1,KCCS102,KCCS102-MR(E),E
UG-T1-100,1,KCCS102,KCCS102-MR(E),E
UG-T1-208,1,KCCS102,KCCS102-MR(E),E
UG-T1-212,1,KCCS102,KCCS102-MR(E),E
UG-T1-073,1,KCCS102,KCCS102-MR(E),E
UG-T1-082,1,KCCS102,KCCS102-MR(E),E
UG-T1-167,1,KCCS102,KCCS102-MR(E),E
UG-T1-206,1,KCCS102,KCCS102-MR(E),E
UG-T1-048,1,KCCS102,KCCS102-MR(E),E
UG-T1-024,1,KCCS102,KCCS102-MR(F),F
UG-T1-085,1,KCCS102,KCCS102-MR(F),F
UG-T1-181,1,KCCS102,KCCS102-MR(F),F
UG-T1-086,1,KCCS102,KCCS102-MR(F),F
UG-T1-170,1,KCCS102,KCCS102-MR(F),F
UG-T1-068,1,KCCS102,KCCS102-MR(F),F
UG-T1-188,1,KCCS102,KCCS102-MR(F),F
UG-T1-057,1,KCCS102,KCCS102-MR(F),F
UG-T1-193,1,KCCS102,KCCS102-MR(F),F
UG-T1-174,1,KCCS102,KCCS102-MR(F),F
UG-T1-066,1,KCCS102,KCCS102-MR(F),F
UG-T1-230,1,KCCS102,KCCS102-MR(F),F
UG-T1-202,1,KCCS102,KCCS102-MR(F),F
UG-T1-148,1,KCCS102,KCCS102-MR(F),F
UG-T1-217,1,KCCS102,KCCS102-MR(F),F
UG-T1-035,1,KCCS102,KCCS102-MR(F),F
UG-T1-091,1,KCCS102,KCCS102-MR(F),F
UG-T1-200,1,KCCS102,KCCS102-MR(F),F
UG-T1-105,1,KCCS102,KCCS102-MR(F),F
UG-T1-185,1,KCCS102,KCCS102-MR(F),F
UG-T1-076,1,KCCS102,KCCS102-MR(F),F
UG-T1-095,1,KCCS102,KCCS102-MR(F),F
UG-T1-123,1,KCCS102,KCCS102-MR(F),F
UG-T1-219,1,KCCS102,KCCS102-MR(F),F
UG-T1-233,1,KCCS102,KCCS102-MR(F),F
UG-T1-084,1,KCCS102,KCCS102-MR(F),F
UG-T1-093,1,KCCS102,KCCS102-MR(F),F
UG-T1-072,1,KCCS102,KCCS102-MR(F),F
UG-T1-224,1,KCCS102,KCCS102-MR(F),F
UG-T1-033,1,KCCS102,KCCS102-MR(G),G
UG-T1-090,1,KCCS102,KCCS102-MR(G),G
UG-T1-191,1,KCCS102,KCCS102-MR(G),G
UG-T1-104,1,KCCS102,KCCS102-MR(G),G
UG-T1-184,1,KCCS102,KCCS102-MR(G),G
UG-T1-075,1,KCCS102,KCCS102-MR(G),G
UG-T1-092,1,KCCS102,KCCS102-MR(G),G
UG-T1-081,1,KCCS102,KCCS102-MR(G),G
UG-T1-204,1,KCCS102,KCCS102-MR(G),G
UG-T1-207,1,KCCS102,KCCS102-MR(G),G
UG-T1-078,1,KCCS102,KCCS102-MR(G),G
UG-T1-051,1,KCCS102,KCCS102-MR(G),G
UG-T1-236,1,KCCS102,KCCS102-MR(G),G
UG-T1-231,1,KCCS102,KCCS102-MR(G),G
UG-T1-232,1,KCCS102,KCCS102-MR(G),G
UG-T1-041,1,KCCS102,KCCS102-MR(G),G
UG-T1-107,1,KCCS102,KCCS102-MR(G),G
UG-T1-004,1,KCCS102,KCCS102-MR(G),G
UG-T1-114,1,KCCS102,KCCS102-MR(G),G
UG-T1-197,1,KCCS102,KCCS102-MR(G),G
UG-T1-097,1,KCCS102,KCCS102-MR(G),G
UG-T1-210,1,KCCS102,KCCS102-MR(G),G
UG-T1-132,1,KCCS102,KCCS102-MR(G),G
UG-T1-016,1,KCCS102,KCCS102-MR(G),G
UG-T1-162,1,KCCS102,KCCS102-MR(G),G
UG-T1-110,1,KCCS102,KCCS102-MR(G),G
UG-T1-125,1,KCCS102,KCCS102-MR(G),G
UG-T1-173,1,KCCS102,KCCS102-MR(G),G
UG-T1-227,1,KCCS102,KCCS102-MR(G),G
UG-T1-037,1,KCCS102,KCCS102-MR(H),H
UG-T1-102,1,KCCS102,KCCS102-MR(H),H
UG-T1-228,1,KCCS102,KCCS102-MR(H),H
UG-T1-112,1,KCCS102,KCCS102-MR(H),H
UG-T1-196,1,KCCS102,KCCS102-MR(H),H
UG-T1-079,1,KCCS102,KCCS102-MR(H),H
UG-T1-113,1,KCCS102,KCCS102-MR(H),H
UG-T1-115,1,KCCS102,KCCS102-MR(H),H
UG-T1-215,1,KCCS102,KCCS102-MR(H),H
UG-T1-226,1,KCCS102,KCCS102-MR(H),H
UG-T1-089,1,KCCS102,KCCS102-MR(H),H
UG-T1-087,1,KCCS102,KCCS102-MR(H),H
UG-T1-143,1,KCCS102,KCCS102-MR(H),H
UG-T1-002,1,KCCS102,KCCS102-MR(H),H
UG-T1-047,1,KCCS102,KCCS102-MR(H),H
UG-T1-122,1,KCCS102,KCCS102-MR(H),H
UG-T1-013,1,KCCS102,KCCS102-MR(H),H
UG-T1-120,1,KCCS102,KCCS102-MR(H),H
UG-T1-213,1,KCCS102,KCCS102-MR(H),H
UG-T1-118,1,KCCS102,KCCS102-MR(H),H
UG-T1-235,1,KCCS102,KCCS102-MR(H),H
UG-T1-145,1,KCCS102,KCCS102-MR(H),H
UG-T1-050,1,KCCS102,KCCS102-MR(H),H
UG-T1-014,1,KCCS102,KCCS102-MR(H),H
UG-T1-134,1,KCCS102,KCCS102-MR(H),H
UG-T1-141,1,KCCS102,KCCS102-MR(H),H
UG-T1-163,1,KCCS102,KCCS102-MR(H),H
UG-T1-229,1,KCCS102,KCCS102-MR(H),H
UG-T1-001,1,KCCS103,KCCS103-CE(A),A
UG-T1-003,1,KCCS103,KCCS103-CE(A),A
UG-T1-037,1,KCCS103,KCCS103-CE(A),A
UG-T1-053,1,KCCS103,KCCS103-CE(A),A
UG-T1-074,1,KCCS103,KCCS103-CE(A),A
UG-T1-102,1,KCCS103,KCCS103-CE(A),A
UG-T1-111,1,KCCS103,KCCS103-CE(A),A
UG-T1-181,1,KCCS103,KCCS103-CE(A),A
UG-T1-011,1,KCCS103,KCCS103-CE(A),A
UG-T1-077,1,KCCS103,KCCS103-CE(A),A
UG-T1-104,1,KCCS103,KCCS103-CE(A),A
UG-T1-121,1,KCCS103,KCCS103-CE(A),A
UG-T1-159,1,KCCS103,KCCS103-CE(A),A
UG-T1-196,1,KCCS103,KCCS103-CE(A),A
UG-T1-203,1,KCCS103,KCCS103-CE(A),A
UG-T1-068,1,KCCS103,KCCS103-CE(A),A
UG-T1-103,1,KCCS103,KCCS103-CE(A),A
UG-T1-169,1,KCCS103,KCCS103-CE(A),A
UG-T1-113,1,KCCS103,KCCS103-CE(A),A
UG-T1-108,1,KCCS103,KCCS103-CE(A),A
UG-T1-115,1,KCCS103,KCCS103-CE(A),A
UG-T1-130,1,KCCS103,KCCS103-CE(A),A
UG-T1-005,1,KCCS103,KCCS103-CE(A),A
UG-T1-043,1,KCCS103,KCCS103-CE(A),A
UG-T1-109,1,KCCS103,KCCS103-CE(A),A
UG-T1-226,1,KCCS103,KCCS103-CE(A),A
UG-T1-025,1,KCCS103,KCCS103-CE(A),A
UG-T1-058,1,KCCS103,KCCS103-CE(A),A
UG-T1-089,1,KCCS103,KCCS103-CE(A),A
UG-T1-127,1,KCCS103,KCCS103-CE(A),A
UG-T1-230,1,KCCS103,KCCS103-CE(A),A
UG-T1-099,1,KCCS103,KCCS103-CE(A),A
UG-T1-175,1,KCCS103,KCCS103-CE(A),A
